id,theme,paragraph
737,Buddhism,"This period marks the first known spread of Buddhism beyond India. According to the edicts of Aśoka, emissaries were sent to various countries west of India to spread Buddhism (Dharma), particularly in eastern provinces of the neighboring Seleucid Empire, and even farther to Hellenistic kingdoms of the Mediterranean. It is a matter of disagreement among scholars whether or not these emissaries were accompanied by Buddhist missionaries."
738,Buddhism,"The gradual spread of Buddhism into adjacent areas meant that it came into contact with new ethnical groups. During this period Buddhism was exposed to a variety of influences, from Persian and Greek civilization, to changing trends in non-Buddhist Indian religions—themselves influenced by Buddhism. Striking examples of this syncretistic development can be seen in the emergence of Greek-speaking Buddhist monarchs in the Indo-Greek Kingdom, and in the development of the Greco-Buddhist art of Gandhāra. A Greek king, Menander, has even been immortalized in the Buddhist canon."
739,Buddhism,"The Theravada school spread south from India in the 3rd century BCE, to Sri Lanka and Thailand and Burma and later also Indonesia. The Dharmagupta school spread (also in 3rd century BCE) north to Kashmir, Gandhara and Bactria (Afghanistan)."
740,Buddhism,"In the 2nd century CE, Mahayana Sutras spread to China, and then to Korea and Japan, and were translated into Chinese. During the Indian period of Esoteric Buddhism (from the 8th century onwards), Buddhism spread from India to Tibet and Mongolia."
741,Buddhism,"By the late Middle Ages, Buddhism had become virtually extinct in India, although it continued to exist in surrounding countries. It is now again gaining strength worldwide. China and India are now starting to fund Buddhist shrines in various Asian countries as they compete for influence in the region.[web 20]"
742,Buddhism,"Formal membership varies between communities, but basic lay adherence is often defined in terms of a traditional formula in which the practitioner takes refuge in The Three Jewels: the Buddha, the Dharma (the teachings of the Buddha), and the Sangha (the Buddhist community). At the present time, the teachings of all three branches of Buddhism have spread throughout the world, and Buddhist texts are increasingly translated into local languages. While in the West Buddhism is often seen as exotic and progressive, in the East it is regarded as familiar and traditional. Buddhists in Asia are frequently well organized and well funded. In countries such as Cambodia and Bhutan, it is recognized as the state religion and receives government support. Modern influences increasingly lead to new forms of Buddhism that significantly depart from traditional beliefs and practices."
743,Buddhism,"A number of modern movements or tendencies in Buddhism emerged during the second half of the 20th Century, including the Dalit Buddhist movement (also sometimes called 'neo-Buddhism'), Engaged Buddhism, and the further development of various Western Buddhist traditions."
744,Buddhism,"In the second half of the 20th Century a modern movement in Nichiren Buddhism: Soka Gakkai (Value Creation Society) emerged in Japan and spread further to other countries. Soka Gakkai International (SGI) is a lay Buddhist movement linking more than 12 million people around the world, and is currently described as ""the most diverse"" and ""the largest lay Buddhist movement in the world"".[web 21]"
745,Buddhism,"China is the country with the largest population of Buddhists, approximately 244 million or 18.2% of its total population.[web 1] They are mostly followers of Chinese schools of Mahayana, making this the largest body of Buddhist traditions. Mahayana, also practiced in broader East Asia, is followed by over half of world Buddhists.[web 1]"
746,Buddhism,"According to a demographic analysis reported by Peter Harvey (2013): Mahayana has 360 million adherents; Theravada has 150 million adherents; and Vajrayana has 18,2 million adherents. Seven million additional Buddhists are found outside of Asia."
747,Buddhism,"According to Johnson and Grim (2013), Buddhism has grown from a total of 138 million adherents in 1910, of which 137 million were in Asia, to 495 million in 2010, of which 487 million are in Asia. According to them, there was a fast annual growth of Buddhism in Pakistan, Saudi Arabia, Lebanon and several Western European countries (1910–2010). More recently (2000–2010), the countries with highest growth rates are Qatar, the United Arab Emirates, Iran and some African countries."
748,Buddhism,"Some scholars[note 44] use other schemes. Buddhists themselves have a variety of other schemes. Hinayana (literally ""lesser vehicle"") is used by Mahayana followers to name the family of early philosophical schools and traditions from which contemporary Theravada emerged, but as this term is rooted in the Mahayana viewpoint and can be considered derogatory, a variety of other terms are increasingly used instead, including Śrāvakayāna, Nikaya Buddhism, early Buddhist schools, sectarian Buddhism, conservative Buddhism, mainstream Buddhism and non-Mahayana Buddhism."
749,Buddhism,"Not all traditions of Buddhism share the same philosophical outlook, or treat the same concepts as central. Each tradition, however, does have its own core concepts, and some comparisons can be drawn between them. For example, according to one Buddhist ecumenical organization,[web 23] several concepts common to both major Buddhist branches:"
750,Buddhism,"Theravada (""Doctrine of the Elders"", or ""Ancient Doctrine"") is the oldest surviving Buddhist school. It is relatively conservative, and generally closest to early Buddhism. The name Theravāda comes from the ancestral Sthāvirīya, one of the early Buddhist schools, from which the Theravadins claim descent. After unsuccessfully trying to modify the Vinaya, a small group of ""elderly members"", i.e. sthaviras, broke away from the majority Mahāsāṃghika during the Second Buddhist council, giving rise to the Sthavira sect. Sinhalese Buddhist reformers in the late nineteenth and early twentieth centuries portrayed the Pali Canon as the original version of scripture. They also emphasized Theravada being rational and scientific."
751,Buddhism,"Theravāda is primarily practiced today in Sri Lanka, Burma, Laos, Thailand, Cambodia as well as small portions of China, Vietnam, Malaysia and Bangladesh. It has a growing presence in the west."
752,Buddhism,"Mahayana Buddhism flourished in India from the 5th century CE onwards, during the dynasty of the Guptas. Mahāyāna centres of learning were established, the most important one being the Nālandā University in north-eastern India."
753,Buddhism,"Mahayana schools recognize all or part of the Mahayana Sutras. Some of these sutras became for Mahayanists a manifestation of the Buddha himself, and faith in and veneration of those texts are stated in some sutras (e.g. the Lotus Sutra and the Mahaparinirvana Sutra) to lay the foundations for the later attainment of Buddhahood itself."
754,Buddhism,"Native Mahayana Buddhism is practiced today in China, Japan, Korea, Singapore, parts of Russia and most of Vietnam (also commonly referred to as ""Eastern Buddhism""). The Buddhism practiced in Tibet, the Himalayan regions, and Mongolia is also Mahayana in origin, but is discussed below under the heading of Vajrayana (also commonly referred to as ""Northern Buddhism""). There are a variety of strands in Eastern Buddhism, of which ""the Pure Land school of Mahayana is the most widely practised today."". In most of this area however, they are fused into a single unified form of Buddhism. In Japan in particular, they form separate denominations with the five major ones being: Nichiren, peculiar to Japan; Pure Land; Shingon, a form of Vajrayana; Tendai, and Zen. In Korea, nearly all Buddhists belong to the Chogye school, which is officially Son (Zen), but with substantial elements from other traditions."
755,Buddhism,"Various classes of Vajrayana literature developed as a result of royal courts sponsoring both Buddhism and Saivism. The Mañjusrimulakalpa, which later came to classified under Kriyatantra, states that mantras taught in the Saiva, Garuda and Vaisnava tantras will be effective if applied by Buddhists since they were all taught originally by Manjushri. The Guhyasiddhi of Padmavajra, a work associated with the Guhyasamaja tradition, prescribes acting as a Saiva guru and initiating members into Saiva Siddhanta scriptures and mandalas. The Samvara tantra texts adopted the pitha list from the Saiva text Tantrasadbhava, introducing a copying error where a deity was mistaken for a place."
756,Buddhism,"Buddhist scriptures and other texts exist in great variety. Different schools of Buddhism place varying levels of value on learning the various texts. Some schools venerate certain texts as religious objects in themselves, while others take a more scholastic approach. Buddhist scriptures are mainly written in Pāli, Tibetan, Mongolian, and Chinese. Some texts still exist in Sanskrit and Buddhist Hybrid Sanskrit."
757,Buddhism,"Unlike many religions, Buddhism has no single central text that is universally referred to by all traditions. However, some scholars have referred to the Vinaya Pitaka and the first four Nikayas of the Sutta Pitaka as the common core of all Buddhist traditions.[page needed] This could be considered misleading, as Mahāyāna considers these merely a preliminary, and not a core, teaching. The Tibetan Buddhists have not even translated most of the āgamas (though theoretically they recognize them) and they play no part in the religious life of either clergy or laity in China and Japan. Other scholars say there is no universally accepted common core. The size and complexity of the Buddhist canons have been seen by some (including Buddhist social reformer Babasaheb Ambedkar) as presenting barriers to the wider understanding of Buddhist philosophy."
758,Buddhism,"Over the years, various attempts have been made to synthesize a single Buddhist text that can encompass all of the major principles of Buddhism. In the Theravada tradition, condensed 'study texts' were created that combined popular or influential scriptures into single volumes that could be studied by novice monks. Later in Sri Lanka, the Dhammapada was championed as a unifying scripture."
759,Buddhism,"Dwight Goddard collected a sample of Buddhist scriptures, with the emphasis on Zen, along with other classics of Eastern philosophy, such as the Tao Te Ching, into his 'Buddhist Bible' in the 1920s. More recently, Dr. Babasaheb Ambedkar attempted to create a single, combined document of Buddhist principles in ""The Buddha and His Dhamma"". Other such efforts have persisted to present day, but currently there is no single text that represents all Buddhist traditions."
760,Buddhism,"The Pāli Tipitaka, which means ""three baskets"", refers to the Vinaya Pitaka, the Sutta Pitaka, and the Abhidhamma Pitaka. The Vinaya Pitaka contains disciplinary rules for the Buddhist monks and nuns, as well as explanations of why and how these rules were instituted, supporting material, and doctrinal clarification. The Sutta Pitaka contains discourses ascribed to Gautama Buddha. The Abhidhamma Pitaka contains material often described as systematic expositions of the Gautama Buddha's teachings."
761,Buddhism,"The Pāli Tipitaka is the only early Tipitaka (Sanskrit: Tripiṭaka) to survive intact in its original language, but a number of early schools had their own recensions of the Tipitaka featuring much of the same material. We have portions of the Tipitakas of the Sārvāstivāda, Dharmaguptaka, Sammitya, Mahāsaṅghika, Kāśyapīya, and Mahīśāsaka schools, most of which survive in Chinese translation only. According to some sources, some early schools of Buddhism had five or seven pitakas."
762,Buddhism,"According to the scriptures, soon after the death of the Buddha, the first Buddhist council was held; a monk named Mahākāśyapa (Pāli: Mahākassapa) presided. The goal of the council was to record the Buddha's teachings. Upāli recited the vinaya. Ānanda, the Buddha's personal attendant, was called upon to recite the dhamma. These became the basis of the Tripitaka. However, this record was initially transmitted orally in form of chanting, and was committed to text in the last century BCE. Both the sūtras and the vinaya of every Buddhist school contain a wide variety of elements including discourses on the Dharma, commentaries on other teachings, cosmological and cosmogonical texts, stories of the Gautama Buddha's previous lives, and various other subjects."
763,Buddhism,"Much of the material in the Canon is not specifically ""Theravadin"", but is instead the collection of teachings that this school preserved from the early, non-sectarian body of teachings. According to Peter Harvey, it contains material at odds with later Theravadin orthodoxy. He states: ""The Theravadins, then, may have added texts to the Canon for some time, but they do not appear to have tampered with what they already had from an earlier period."""
764,Buddhism,"The Mahayana sutras are a very broad genre of Buddhist scriptures that the Mahayana Buddhist tradition holds are original teachings of the Buddha. Some adherents of Mahayana accept both the early teachings (including in this the Sarvastivada Abhidharma, which was criticized by Nagarjuna and is in fact opposed to early Buddhist thought) and the Mahayana sutras as authentic teachings of Gautama Buddha, and claim they were designed for different types of persons and different levels of spiritual understanding."
765,Buddhism,"The Mahayana sutras often claim to articulate the Buddha's deeper, more advanced doctrines, reserved for those who follow the bodhisattva path. That path is explained as being built upon the motivation to liberate all living beings from unhappiness. Hence the name Mahāyāna (lit., the Great Vehicle)."
766,Buddhism,"According to Mahayana tradition, the Mahayana sutras were transmitted in secret, came from other Buddhas or Bodhisattvas, or were preserved in non-human worlds because human beings at the time could not understand them:"
767,Buddhism,"Approximately six hundred Mahayana sutras have survived in Sanskrit or in Chinese or Tibetan translations. In addition, East Asian Buddhism recognizes some sutras regarded by scholars as of Chinese rather than Indian origin."
768,Buddhism,"Generally, scholars conclude that the Mahayana scriptures were composed from the 1st century CE onwards: ""Large numbers of Mahayana sutras were being composed in the period between the beginning of the common era and the fifth century"", five centuries after the historical Gautama Buddha. Some of these had their roots in other scriptures composed in the 1st century BCE. It was not until after the 5th century CE that the Mahayana sutras started to influence the behavior of mainstream Buddhists in India: ""But outside of texts, at least in India, at exactly the same period, very different—in fact seemingly older—ideas and aspirations appear to be motivating actual behavior, and old and established Hinnayana groups appear to be the only ones that are patronized and supported."" These texts were apparently not universally accepted among Indian Buddhists when they appeared; the pejorative label Hinayana was applied by Mahayana supporters to those who rejected the Mahayana sutras."
769,Buddhism,"Only the Theravada school does not include the Mahayana scriptures in its canon. As the modern Theravada school is descended from a branch of Buddhism that diverged and established itself in Sri Lanka prior to the emergence of the Mahayana texts, debate exists as to whether the Theravada were historically included in the hinayana designation; in the modern era, this label is seen as derogatory, and is generally avoided."
770,Buddhism,"Scholar Isabelle Onians asserts that although ""the Mahāyāna ... very occasionally referred contemptuously to earlier Buddhism as the Hinayāna, the Inferior Way,"" ""the preponderance of this name in the secondary literature is far out of proportion to occurrences in the Indian texts."" She notes that the term Śrāvakayāna was ""the more politically correct and much more usual"" term used by Mahāyānists. Jonathan Silk has argued that the term ""Hinayana"" was used to refer to whomever one wanted to criticize on any given occasion, and did not refer to any definite grouping of Buddhists."
771,Buddhism,"Buddhism provides many opportunities for comparative study with a diverse range of subjects. For example, Buddhism's emphasis on the Middle way not only provides a unique guideline for ethics but has also allowed Buddhism to peacefully coexist with various differing beliefs, customs and institutions in countries where it has resided throughout its history. Also, its moral and spiritual parallels with other systems of thought—for example, with various tenets of Christianity—have been subjects of close study. In addition, the Buddhist concept of dependent origination has been compared to modern scientific thought, as well as Western metaphysics."
772,Buddhism,There are differences of opinion on the question of whether or not Buddhism should be considered a religion. Many sources commonly refer to Buddhism as a religion. For example:
773,American_Idol,"American Idol is an American singing competition series created by Simon Fuller and produced by 19 Entertainment, and is distributed by FremantleMedia North America. It began airing on Fox on June 11, 2002, as an addition to the Idols format based on the British series Pop Idol and has since become one of the most successful shows in the history of American television. The concept of the series is to find new solo recording artists, with the winner being determined by the viewers in America. Winners chosen by viewers through telephone, Internet, and SMS text voting were Kelly Clarkson, Ruben Studdard, Fantasia Barrino, Carrie Underwood, Taylor Hicks, Jordin Sparks, David Cook, Kris Allen, Lee DeWyze, Scotty McCreery, Phillip Phillips, Candice Glover, Caleb Johnson, and Nick Fradiani."
774,American_Idol,"American Idol employs a panel of judges who critique the contestants' performances. The original judges were record producer and music manager Randy Jackson, pop singer and choreographer Paula Abdul and music executive and manager Simon Cowell. The judging panel for the most recent season consisted of country singer Keith Urban, singer and actress Jennifer Lopez, and jazz singer Harry Connick, Jr. The show was originally hosted by radio personality Ryan Seacrest and comedian Brian Dunkleman, with Seacrest continuing on for the rest of the seasons."
775,American_Idol,"The success of American Idol has been described as ""unparalleled in broadcasting history"". The series was also said by a rival TV executive to be ""the most impactful show in the history of television"". It has become a recognized springboard for launching the career of many artists as bona fide stars. According to Billboard magazine, in its first ten years, ""Idol has spawned 345 Billboard chart-toppers and a platoon of pop idols, including Kelly Clarkson, Carrie Underwood, Chris Daughtry, Fantasia, Ruben Studdard, Jennifer Hudson, Clay Aiken, Adam Lambert and Jordin Sparks while remaining a TV ratings juggernaut."""
776,American_Idol,"For an unprecedented eight consecutive years, from the 2003–04 television season through the 2010–11 season, either its performance or result show had been ranked number one in U.S. television ratings. The popularity of American Idol however declined, and on May 11, 2015, Fox announced that the series would conclude its run in its fifteenth season."
777,American_Idol,"American Idol was based on the British show Pop Idol created by Simon Fuller, which was in turn inspired by the New Zealand television singing competition Popstars. Television producer Nigel Lythgoe saw it in Australia and helped bring it over to Britain. Fuller was inspired by the idea from Popstars of employing a panel of judges to select singers in audition. He then added other elements, such as telephone voting by the viewing public (which at the time was already in use in shows such as the Eurovision Song Contest), the drama of backstories and real-life soap opera unfolding in real time. The show debuted in 2001 in Britain with Lythgoe as showrunner‍—‌the executive producer and production leader‍—‌and Simon Cowell as one of the judges, and was a big success with the viewing public."
778,American_Idol,"In 2001, Fuller, Cowell, and TV producer Simon Jones attempted to sell the Pop Idol format to the United States, but the idea was met with poor response from United States television networks. However, Rupert Murdoch, head of Fox's parent company, was persuaded to buy the show by his daughter Elisabeth, who was a fan of the British show. The show was renamed American Idol: The Search for a Superstar and debuted in the summer of 2002. Cowell was initially offered the job as showrunner but refused; Lythgoe then took over that position. Much to Cowell's surprise, it became one of the hit shows for the summer that year. The show, with the personal engagement of the viewers with the contestants through voting, and the presence of the acid-tongued Cowell as a judge, grew into a phenomenon. By 2004, it had become the most-watched show in the U.S., a position it then held on for seven consecutive seasons."
779,American_Idol,"The show had originally planned on having four judges following the Pop Idol format; however, only three judges had been found by the time of the audition round in the first season, namely Randy Jackson, Paula Abdul and Simon Cowell. A fourth judge, radio DJ Stryker, was originally chosen but he dropped out citing ""image concerns"". In the second season, New York radio personality Angie Martinez had been hired as a fourth judge but withdrew only after a few days of auditions due to not being comfortable with giving out criticism. The show decided to continue with the three judges format until season eight. All three original judges stayed on the judging panel for eight seasons."
780,American_Idol,"In season eight, Latin Grammy Award-nominated singer–songwriter and record producer Kara DioGuardi was added as a fourth judge. She stayed for two seasons and left the show before season ten. Paula Abdul left the show before season nine after failing to agree terms with the show producers. Emmy Award-winning talk show host Ellen DeGeneres replaced Paula Abdul for that season, but left after just one season. On January 11, 2010, Simon Cowell announced that he was leaving the show to pursue introducing the American version of his show The X Factor to the USA for 2011. Jennifer Lopez and Steven Tyler joined the judging panel in season ten, but both left after two seasons. They were replaced by three new judges, Mariah Carey, Nicki Minaj and Keith Urban, who joined Randy Jackson in season 12. However both Carey and Minaj left after one season, and Randy Jackson also announced that he would depart the show after twelve seasons as a judge but would return as a mentor. Urban is the only judge from season 12 to return in season 13. He was joined by previous judge Jennifer Lopez and former mentor Harry Connick, Jr.. Lopez, Urban and Connick, Jr. all returned as judges for the show's fourteenth and fifteenth seasons."
781,American_Idol,"Guest judges may occasionally be introduced. In season two, guest judges such as Lionel Richie and Robin Gibb were used, and in season three Donna Summer, Quentin Tarantino and some of the mentors also joined as judges to critique the performances in the final rounds. Guest judges were used in the audition rounds for seasons four, six, nine, and fourteen such as Gene Simmons and LL Cool J in season four, Jewel and Olivia Newton-John in season six, Shania Twain in season eight, Neil Patrick Harris, Avril Lavigne and Katy Perry in season nine, and season eight runner-up, Adam Lambert, in season fourteen."
782,American_Idol,"The first season was co-hosted by Ryan Seacrest and Brian Dunkleman. Dunkleman quit thereafter, making Seacrest the sole emcee of the show starting with season two."
783,American_Idol,"Beginning in the tenth season[citation needed], permanent mentors were brought in during the live shows to help guide the contestants with their song choice and performance. Jimmy Iovine was the mentor in the tenth through twelfth seasons, former judge Randy Jackson was the mentor for the thirteenth season and Scott Borchetta was the mentor for the fourteenth and fifteenth season. The mentors regularly bring in guest mentors to aid them, including Akon, Alicia Keys, Lady Gaga, and current judge Harry Connick, Jr.."
784,American_Idol,"The eligible age-range for contestants is currently fifteen to twenty-eight years old. The initial age limit was sixteen to twenty-four in the first three seasons, but the upper limit was raised to twenty-eight in season four, and the lower limit was reduced to fifteen in season ten. The contestants must be legal U.S. residents, cannot have advanced to particular stages of the competition in previous seasons (varies depending on the season, currently by the semi-final stage until season thirteen), and must not hold any current recording or talent representation contract by the semi-final stage (in previous years by the audition stage)."
785,American_Idol,"Contestants go through at least three sets of cuts. The first is a brief audition with a few other contestants in front of selectors which may include one of the show's producers. Although auditions can exceed 10,000 in each city, only a few hundred of these make it past the preliminary round of auditions. Successful contestants then sing in front of producers, where more may be cut. Only then can they proceed to audition in front of the judges, which is the only audition stage shown on television. Those selected by the judges are sent to Hollywood. Between 10–60 people in each city may make it to Hollywood[citation needed]."
786,American_Idol,"Once in Hollywood, the contestants perform individually or in groups in a series of rounds. Until season ten, there were usually three rounds of eliminations in Hollywood. In the first round the contestants emerged in groups but performed individually. For the next round, the contestants put themselves in small groups and perform a song together. In the final round, the contestants perform solo with a song of their choice a cappella or accompanied by a band‍—‌depending on the season. In seasons two and three, contestants were also asked to write original lyrics or melody in an additional round after the first round. In season seven, the group round was eliminated and contestants may, after a first solo performance and on judges approval, skip a second solo round and move directly to the final Hollywood round. In season twelve, the executive producers split up the females and males and chose the members to form the groups in the group round."
787,American_Idol,"In seasons ten and eleven, a further round was added in Las Vegas, where the contestants perform in groups based on a theme, followed by one final solo round to determine the semi-finalists. At the end of this stage of the competition, 24 to 36 contestants are selected to move on to the semi-final stage. In season twelve the Las Vegas round became a Sudden Death round, where the judges had to choose five guys and five girls each night (four nights) to make the top twenty. In season thirteen, a new round called ""Hollywood or Home"" was added, where if the judges were uncertain about some contestants, those contestants were required to perform soon after landing in Los Angeles, and those who failed to impress were sent back home before they reached Hollywood."
788,American_Idol,"From the semi-finals onwards, the fate of the contestants is decided by public vote. During the contestant's performance as well as the recap at the end, a toll-free telephone number for each contestant is displayed on the screen. For a two-hour period after the episode ends (up to four hours for the finale) in each US time zone, viewers may call or send a text message to their preferred contestant's telephone number, and each call or text message is registered as a vote for that contestant. Viewers are allowed to vote as many times as they can within the two-hour voting window. However, the show reserves the right to discard votes by power dialers. One or more of the least popular contestants may be eliminated in successive weeks until a winner emerges. Over 110 million votes were cast in the first season, and by season ten the seasonal total had increased to nearly 750 million. Voting via text messaging was made available in the second season when AT&T Wireless joined as a sponsor of the show, and 7.5 million text messages were sent to American Idol that season. The number of text messages rapidly increased, reaching 178 million texts by season eight. Online voting was offered for the first time in season ten. The votes are counted and verified by Telescope Inc."
789,American_Idol,"In the first three seasons, the semi-finalists were split into different groups to perform individually in their respective night. In season one, there were three groups of ten, with the top three contestants from each group making the finals. In seasons two and three, there were four groups of eight, and the top two of each selected. These seasons also featured a wildcard round, where contestants who failed to qualify were given another chance. In season one, only one wildcard contestant was chosen by the judges, giving a total of ten finalists. In seasons two and three, each of the three judges championed one contestant with the public advancing a fourth into the finals, making 12 finalists in all."
790,American_Idol,"From seasons four to seven and nine, the twenty-four semi-finalists were divided by gender in order to ensure an equal gender division in the top twelve. The men and women sang separately on consecutive nights, and the bottom two in each groups were eliminated each week until only six of each remained to form the top twelve."
791,American_Idol,"The wildcard round returned in season eight, wherein there were three groups of twelve, with three contestants moving forward – the highest male, the highest female, and the next highest-placed singer - for each night, and four wildcards were chosen by the judges to produce a final 13. Starting season ten, the girls and boys perform on separate nights. In seasons ten and eleven, five of each gender were chosen, and three wildcards were chosen by the judges to form a final 13. In season twelve, the top twenty semifinalists were split into gender groups, with five of each gender advancing to form the final 10. In season thirteen, there were thirty semifinalists, but only twenty semifinalists (ten for each gender) were chosen by the judges to perform on the live shows, with five in each gender and three wildcards chosen by the judges composing the final 13."
792,American_Idol,"The finals are broadcast in prime time from CBS Television City in Los Angeles, in front of a live studio audience. The finals lasted eight weeks in season one, eleven weeks in subsequent seasons until seasons ten and eleven which lasted twelve weeks except for season twelve, which lasted ten weeks, and season thirteen, which lasted for thirteen weeks. Each finalist performs songs based on a weekly theme which may be a musical genre such as Motown, disco, or big band, songs by artists such as Michael Jackson, Elvis Presley or The Beatles, or more general themes such as Billboard Number 1 hits or songs from the contestant's year of birth. Contestants usually work with a celebrity mentor related to the theme. In season ten, Jimmy Iovine was brought in as a mentor for the season. Initially the contestants sing one song each week, but this is increased to two songs from top four or five onwards, then three songs for the top two or three."
793,American_Idol,"The most popular contestants are usually not revealed in the results show. Instead, typically the three contestants (two in later rounds) who received the lowest number of votes are called to the center of the stage. One of these three is usually sent to safety; however the two remaining are not necessarily the bottom two. The contestant with the fewest votes is then revealed and eliminated from the competition. A montage of the eliminated contestant's time on the show is played and they give their final performance. However, in season six, during the series' first ever Idol Gives Back episode, no contestant was eliminated, but on the following week, two were sent home. Moreover, starting in season eight, the judges may overturn viewers' decision with a ""Judges' Save"" if they unanimously agree to. ""The save"" can only be used once, and only up through the top five. In the eighth, ninth, tenth, and fourteenth seasons, a double elimination then took place in the week following the activation of the save, but in the eleventh and thirteenth seasons, a regular single elimination took place. The save was not activated in the twelfth season and consequently, a non-elimination took place in the week after its expiration with the votes then carrying over into the following week."
794,American_Idol,"The ""Fan Save"" was introduced in the fourteenth season. During the finals, viewers are given a five-minute window to vote for the contestants in danger of elimination by using their Twitter account to decide which contestant will move on to the next show, starting with the Top 8."
795,American_Idol,"The finale is the two-hour last episode of the season, culminating in revealing the winner. For seasons one, three through six, and fourteen, it was broadcast from the Dolby Theatre, which has an audience capacity of approximately 3,400. The finale for season two took place at the Gibson Amphitheatre, which has an audience capacity of over 6,000. In seasons seven through thirteen, the venue was at the Nokia Theatre, which holds an audience of over 7,000."
796,American_Idol,"The winner receives a record deal with a major label, which may be for up to six albums, and secures a management contract with American Idol-affiliated 19 Management (which has the right of first refusal to sign all contestants), as well as various lucrative contracts. All winners prior to season nine reportedly earned at least $1 million in their first year as winner. All the runners-up of the first ten seasons, as well as some of other finalists, have also received record deals with major labels. However, starting in season 11, the runner-up may only be guaranteed a single-only deal. BMG/Sony (seasons 1–9) and UMG (season 10–) had the right of first refusal to sign contestants for three months after the season's finale. Starting in the fourteenth season, the winner was signed with Big Machine Records. Prominent music mogul Clive Davis also produced some of the selected contestants' albums, such as Kelly Clarkson, Clay Aiken, Fantasia Barrino and Diana DeGarmo. All top 10 (11 in seasons 10 and 12) finalists earn the privilege of going on a tour, where the participants may each earn a six-figure sum."
797,American_Idol,"Each season premieres with the audition round, taking place in different cities. The audition episodes typically feature a mix of potential finalists, interesting characters and woefully inadequate contestants. Each successful contestant receives a golden ticket to proceed on to the next round in Hollywood. Based on their performances during the Hollywood round (Las Vegas round for seasons 10 onwards), 24 to 36 contestants are selected by the judges to participate in the semifinals. From the semifinal onwards the contestants perform their songs live, with the judges making their critiques after each performance. The contestants are voted for by the viewing public, and the outcome of the public votes is then revealed in the results show typically on the following night. The results shows feature group performances by the contestants as well as guest performers. The Top-three results show also features the homecoming events for the Top 3 finalists. The season reaches its climax in a two-hour results finale show, where the winner of the season is revealed."
798,American_Idol,"With the exception of seasons one and two, the contestants in the semifinals onwards perform in front of a studio audience. They perform with a full band in the finals. From season four to season nine, the American Idol band was led by Rickey Minor; from season ten onwards, Ray Chew. Assistance may also be given by vocal coaches and song arrangers, such as Michael Orland and Debra Byrd to contestants behind the scene. Starting with season seven, contestants may perform with a musical instrument from the Hollywood rounds onwards. In the first nine seasons, performances were usually aired live on Tuesday nights, followed by the results shows on Wednesdays in the United States and Canada, but moved to Wednesdays and Thursdays in season ten."
799,American_Idol,The first season of American Idol debuted as a summer replacement show in June 2002 on the Fox network. It was co-hosted by Ryan Seacrest and Brian Dunkleman.
800,American_Idol,"In the audition rounds, 121 contestants were selected from around 10,000 who attended the auditions. These were cut to 30 for the semifinal, with ten going on to the finals. One semifinalist, Delano Cagnolatti, was disqualified for lying to evade the show's age limit. One of the early favorites, Tamyra Gray, was eliminated at the top four, the first of several such shock eliminations that were to be repeated in later seasons. Christina Christian was hospitalized before the top six result show due to chest pains and palpitations, and she was eliminated while she was in the hospital. Jim Verraros was the first openly gay contestant on the show; his sexual orientation was revealed in his online journal, however it was removed during the competition after a request from the show producers over concerns that it might be unfairly influencing votes."
801,American_Idol,"The final showdown was between Justin Guarini, one of the early favorites, and Kelly Clarkson. Clarkson was not initially thought of as a contender, but impressed the judges with some good performances in the final rounds, such as her performance of Aretha Franklin's ""Natural Woman"", and Betty Hutton's ""Stuff Like That There"", and eventually won the crown on September 4, 2002."
802,American_Idol,"In what was to become a tradition, Clarkson performed the coronation song during the finale, and released the song immediately after the season ended. The single, ""A Moment Like This"", went on to break a 38-year-old record held by The Beatles for the biggest leap to number one on the Billboard Hot 100. Guarini did not release any song immediately after the show and remains the only runner-up not to do so. Both Clarkson and Guarini made a musical film, From Justin to Kelly, which was released in 2003 but was widely panned. Clarkson has since become the most successful Idol contestant internationally, with worldwide album sales of more than 23 million."
803,American_Idol,"Following the success of season one, the second season was moved up to air in January 2003. The number of episodes increased, as did the show's budget and the charge for commercial spots. Dunkleman left the show, leaving Seacrest as the lone host. Kristin Adams was a correspondent for this season."
804,American_Idol,"Corey Clark was disqualified during the finals for having an undisclosed police record; however, he later alleged that he and Paula Abdul had an affair while on the show and that this contributed to his expulsion. Clark also claimed that Abdul gave him preferential treatment on the show due to their affair. The allegations were dismissed by Fox after an independent investigation. Two semi-finalists were also disqualified that year – Jaered Andrews for an arrest on an assault charge, and Frenchie Davis for having previously modelled for an adult website."
805,American_Idol,"Ruben Studdard emerged as the winner, beating Clay Aiken by a small margin. Out of a total of 24 million votes, Studdard finished just 134,000 votes ahead of Aiken. This slim margin of victory was controversial due to the large number of calls that failed to get through. In an interview prior to season five, executive producer Nigel Lythgoe indicated that Aiken had led the fan voting from the wildcard week onward until the finale."
806,American_Idol,"Both finalists found success after the show, but Aiken out-performed Studdard's coronation song ""Flying Without Wings"" with his single release from the show ""This Is the Night"", as well as in their subsequent album releases. The fourth-place finisher Josh Gracin also enjoyed some success as a country singer."
807,American_Idol,"Season three premiered on January 19, 2004. One of the most talked-about contestants during the audition process was William Hung whose off-key rendition of Ricky Martin's ""She Bangs"" received widespread attention. His exposure on Idol landed him a record deal and surprisingly he became the third best-selling singer from that season."
